,Marca,Modelo,Descrição,Valor,texto_embedding_melhorado,categoria_identificada
1441,XPRO,MB 3026971,MICROFONE SEM FIO UHF MB302 2 BASTÕES,1308.3,CATEGORIA: MICROFONE | MARCA: XPRO | MODELO: MB 3026971 | ESPECIFICACOES: WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: MICROFONE SEM FIO UHF MB302 2 BASTÕES,MICROFONE
1442,XPRO,MB 1026471,MICROFONE SEM FIO UHF MB102 2 BASTÕES,1333.5,CATEGORIA: MICROFONE | MARCA: XPRO | MODELO: MB 1026471 | ESPECIFICACOES: WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: MICROFONE SEM FIO UHF MB102 2 BASTÕES,MICROFONE
1443,XPRO,CX402,ACESSORIOS PARA BATERIAS ELETRÔNICAS,1422.75,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: CX402 | DESCRICAO: ACESSORIOS PARA BATERIAS ELETRÔNICAS,OUTROS
1444,XPRO,BX 08,MESA 8 CANAIS  - BX8,1482.6,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BX 08 | ESPECIFICACOES: CANAIS: 8 | DESCRICAO: MESA 8 CANAIS  - BX8,OUTROS
1445,XPRO,BPP280,"CAIXA  500W   2 AUTO FALANTES   8,0""    COM BATERIA",1585.5,"CATEGORIA: CAIXA_SOM | MARCA: XPRO | MODELO: BPP280 | ESPECIFICACOES: POTENCIA: 500 | POLEGADAS: 0 | DESCRICAO: CAIXA  500W   2 AUTO FALANTES   8,0""    COM BATERIA",CAIXA_SOM
1446,XPRO,BPP 252,"CAIXA  400W   2 AUTO FALANTES   5,2""    COM BATERIA",1597.05,"CATEGORIA: CAIXA_SOM | MARCA: XPRO | MODELO: BPP 252 | ESPECIFICACOES: POTENCIA: 400 | POLEGADAS: 2 | DESCRICAO: CAIXA  400W   2 AUTO FALANTES   5,2""    COM BATERIA",CAIXA_SOM
1447,XPRO,CX302R,"COLUNA 2 X 3"" NEO 240w",1664.25,"CATEGORIA: OUTROS | MARCA: XPRO | MODELO: CX302R | ESPECIFICACOES: POTENCIA: 240 | POLEGADAS: 3 | DIMENSAO: 2 3 | DESCRICAO: COLUNA 2 X 3"" NEO 240w",OUTROS
1448,XPRO,HTBV,TROMBONE DE VARA BB - LAQ,1722.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: HTBV | DESCRICAO: TROMBONE DE VARA BB - LAQ,OUTROS
1449,XPRO,AD8 UX,MESA 8 CANAIS  - AD8 UX,1743.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: AD8 UX | ESPECIFICACOES: CANAIS: 8 | DESCRICAO: MESA 8 CANAIS  - AD8 UX,OUTROS
1450,XPRO,JRA5 0117502,AZUL JR 16,1806.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: JRA5 0117502 | ESPECIFICACOES: COR: AZUL | DESCRICAO: AZUL JR 16,OUTROS
1451,XPRO,DS 30 B,CAIXA AMPLIFIDCADOR PARA BAT ELETRONICA / CONTABAIXO 70w - LANÇAMENTO,1874.25,CATEGORIA: CAIXA_SOM | MARCA: XPRO | MODELO: DS 30 B | ESPECIFICACOES: POTENCIA: 70 | DESCRICAO: CAIXA AMPLIFIDCADOR PARA BAT ELETRONICA / CONTABAIXO 70w - LANÇAMENTO,CAIXA_SOM
1452,XPRO,KG 08,MESA KG 08 CANAIS,2005.5,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: KG 08 | ESPECIFICACOES: CANAIS: 08 | DESCRICAO: MESA KG 08 CANAIS,OUTROS
1453,XPRO,CX 404,"COLUNA 4 X 3"" NEO 640w",2052.75,"CATEGORIA: OUTROS | MARCA: XPRO | MODELO: CX 404 | ESPECIFICACOES: POTENCIA: 640 | POLEGADAS: 3 | DIMENSAO: 4 3 | DESCRICAO: COLUNA 4 X 3"" NEO 640w",OUTROS
1454,XPRO,MB 2028871,MICROFONE SEM FIO UHF MB202 2 BASTÕES,2063.25,CATEGORIA: MICROFONE | MARCA: XPRO | MODELO: MB 2028871 | ESPECIFICACOES: WIRELESS: SEM FIO | RECURSOS: WIRELESS | DESCRICAO: MICROFONE SEM FIO UHF MB202 2 BASTÕES,MICROFONE
1455,XPRO,SPB,SHELL PACK BLUE SPARKLE,2089.5,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: SPB | DESCRICAO: SHELL PACK BLUE SPARKLE,OUTROS
1456,XPRO,SPR,SHELL PACK RED SPARKLE,2089.5,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: SPR | DESCRICAO: SHELL PACK RED SPARKLE,OUTROS
1457,XPRO,AD12 UX,MESA 12 CANAIS  - AD12 UX,2173.5,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: AD12 UX | ESPECIFICACOES: CANAIS: 12 | DESCRICAO: MESA 12 CANAIS  - AD12 UX,OUTROS
1458,XPRO,DEP 01,OCTAPAD SPD 100,2362.5,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: DEP 01 | DESCRICAO: OCTAPAD SPD 100,OUTROS
1459,XPRO,VIPER ED FUN,ED0 - VIPER FUN LANÇAMENTO,2403.45,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: VIPER ED FUN | DESCRICAO: ED0 - VIPER FUN LANÇAMENTO,OUTROS
1460,XPRO,DS 50 B,CAIXA AMPLIFIDCADOR PARA BAT ELETRONICA / CONTABAIXO 110w - LANÇAMENTO,2425.5,CATEGORIA: CAIXA_SOM | MARCA: XPRO | MODELO: DS 50 B | ESPECIFICACOES: POTENCIA: 110 | DESCRICAO: CAIXA AMPLIFIDCADOR PARA BAT ELETRONICA / CONTABAIXO 110w - LANÇAMENTO,CAIXA_SOM
1461,XPRO,COMBO DEP 01 COM ESTANTE,OCTAPAD MAIS ESTANTE SPD 100,2546.25,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: COMBO DEP 01 COM ESTANTE | DESCRICAO: OCTAPAD MAIS ESTANTE SPD 100,OUTROS
1462,XPRO,KG 12,MESA KG 12 CANAIS,2551.5,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: KG 12 | ESPECIFICACOES: CANAIS: 12 | DESCRICAO: MESA KG 12 CANAIS,OUTROS
1463,XPRO,CX 304R,"COLUNA 4 X 3"" NEO 480w",2577.75,"CATEGORIA: OUTROS | MARCA: XPRO | MODELO: CX 304R | ESPECIFICACOES: POTENCIA: 480 | POLEGADAS: 3 | DIMENSAO: 4 3 | DESCRICAO: COLUNA 4 X 3"" NEO 480w",OUTROS
1464,XPRO,VIPER 1220,VIPER  20 PRETO  SPARKLE,2717.4,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: VIPER 1220 | ESPECIFICACOES: COR: PRETO | DESCRICAO: VIPER  20 PRETO  SPARKLE,OUTROS
1465,XPRO,VIPER 1022,VIPER  22  VINHO SPARKLE,2717.4,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: VIPER 1022 | DESCRICAO: VIPER  22  VINHO SPARKLE,OUTROS
1466,XPRO,VIPER 1222,VIPER  22 PRETO  SPARKLE,2717.4,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: VIPER 1222 | ESPECIFICACOES: COR: PRETO | DESCRICAO: VIPER  22 PRETO  SPARKLE,OUTROS
1467,XPRO,VIPER 1020,VIPER 20  VINHO SPARKLE,2717.4,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: VIPER 1020 | DESCRICAO: VIPER 20  VINHO SPARKLE,OUTROS
1468,XPRO,VIPER 1120,VIPER 20 DRAK GRAY ( GRAFITE) SPARKLE,2717.4,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: VIPER 1120 | DESCRICAO: VIPER 20 DRAK GRAY ( GRAFITE) SPARKLE,OUTROS
1469,XPRO,VIPER 1122,VIPER 22 DRAK GRAY ( GRAFITE) SPARKLE,2717.4,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: VIPER 1122 | DESCRICAO: VIPER 22 DRAK GRAY ( GRAFITE) SPARKLE,OUTROS
1470,XPRO,ORANGE ED2,ED2 DRUM 2 TONS STD ORANGE,2772.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: ORANGE ED2 | DESCRICAO: ED2 DRUM 2 TONS STD ORANGE,OUTROS
1471,XPRO,BCM12,"CAIXA  BCM 15 -CAIXA BI AMPLIFICADA WOOFER15"" + DRIVER
1,75"" LANÇAMENTO",2866.5,"CATEGORIA: CAIXA_SOM | MARCA: XPRO | MODELO: BCM12 | ESPECIFICACOES: POLEGADAS: 15 75 | DESCRICAO: CAIXA  BCM 15 -CAIXA BI AMPLIFICADA WOOFER15"" + DRIVER
1,75"" LANÇAMENTO",CAIXA_SOM
1472,XPRO,SGB 12,"SUBWOFFER 12"" 350W  BOXX",2932.65,"CATEGORIA: OUTROS | MARCA: XPRO | MODELO: SGB 12 | ESPECIFICACOES: POTENCIA: 350 | POLEGADAS: 12 | DESCRICAO: SUBWOFFER 12"" 350W  BOXX",OUTROS
1473,XPRO,ED 1 BLUE,ED1 DRUM 2 TONS STD C PEDAL E PAD DE BUM,3067.05,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: ED 1 BLUE | DESCRICAO: ED1 DRUM 2 TONS STD C PEDAL E PAD DE BUM,OUTROS
1474,XPRO,CX 408,"COLUNA 8 X 3"" NEO 1200W",3071.25,"CATEGORIA: OUTROS | MARCA: XPRO | MODELO: CX 408 | ESPECIFICACOES: POTENCIA: 1200 | POLEGADAS: 3 | DIMENSAO: 8 3 | DESCRICAO: COLUNA 8 X 3"" NEO 1200W",OUTROS
1475,XPRO,B1 FORZA,CAIXA  B1 FORZA - 500W / 250 RMS 3 AUTO FALANTES MAIS SUB COM BATERIA - LANÇAMENTO,3176.25,CATEGORIA: CAIXA_SOM | MARCA: XPRO | MODELO: B1 FORZA | ESPECIFICACOES: POTENCIA: 500 | DESCRICAO: CAIXA  B1 FORZA - 500W / 250 RMS 3 AUTO FALANTES MAIS SUB COM BATERIA - LANÇAMENTO,CAIXA_SOM
1476,XPRO,HSA,SAX ALTO - LAQ,3360.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: HSA | DESCRICAO: SAX ALTO - LAQ,OUTROS
1477,XPRO,BCM15,"CAIXA  BCM 15 -CAIXA BI AMPLIFICADA WOOFER15"" + DRIVER
1,75"" LANÇAMENTO",3407.25,"CATEGORIA: CAIXA_SOM | MARCA: XPRO | MODELO: BCM15 | ESPECIFICACOES: POLEGADAS: 15 75 | DESCRICAO: CAIXA  BCM 15 -CAIXA BI AMPLIFICADA WOOFER15"" + DRIVER
1,75"" LANÇAMENTO",CAIXA_SOM
1478,XPRO,KG 16,MESA KG 16 CANAIS,3412.5,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: KG 16 | ESPECIFICACOES: CANAIS: 16 | DESCRICAO: MESA KG 16 CANAIS,OUTROS
1479,XPRO,BAT 218 STG,PRETA,3444.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 218 STG | ESPECIFICACOES: PELE_TIPO: PRETA | DESCRICAO: PRETA,OUTROS
1480,XPRO,BAT 220 STG,PRETA 20,3444.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 220 STG | ESPECIFICACOES: PELE_TIPO: PRETA | DESCRICAO: PRETA 20,OUTROS
1481,XPRO,BAT 222 STG,PRETA 22,3444.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 222 STG | ESPECIFICACOES: PELE_TIPO: PRETA | DESCRICAO: PRETA 22,OUTROS
1482,XPRO,BAT 318 STG,VERMELHA,3444.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 318 STG | DESCRICAO: VERMELHA,OUTROS
1483,XPRO,BAT 320 STG,VERMELHA 20,3444.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 320 STG | DESCRICAO: VERMELHA 20,OUTROS
1484,XPRO,BAT 322 STG,VERMELHA 22,3444.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 322 STG | DESCRICAO: VERMELHA 22,OUTROS
1485,XPRO,BAT 118 STG,VINHO,3444.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 118 STG | DESCRICAO: VINHO,OUTROS
1486,XPRO,BAT 120 STG,VINHO 20,3444.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 120 STG | DESCRICAO: VINHO 20,OUTROS
1487,XPRO,BAT 122 STG,VINHO 22,3444.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 122 STG | DESCRICAO: VINHO 22,OUTROS
1488,XPRO,SGB 15,"SUBWOFFER 15""450W  BOXX",3453.03,"CATEGORIA: OUTROS | MARCA: XPRO | MODELO: SGB 15 | ESPECIFICACOES: POTENCIA: 450 | POLEGADAS: 15 | DESCRICAO: SUBWOFFER 15""450W  BOXX",OUTROS
1489,XPRO,BAT AREIA 20,AREIA SPARKLE 20,3570.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT AREIA 20 | DESCRICAO: AREIA SPARKLE 20,OUTROS
1490,XPRO,BAT AREIA 22,AREIA SPARKLE 22,3570.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT AREIA 22 | DESCRICAO: AREIA SPARKLE 22,OUTROS
1491,XPRO,BAT AZUL COB 20,AZUL COBALTO  20,3570.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT AZUL COB 20 | ESPECIFICACOES: COR: AZUL | DESCRICAO: AZUL COBALTO  20,OUTROS
1492,XPRO,BAT AZUL COB 22,AZUL COBALTO  22,3570.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT AZUL COB 22 | ESPECIFICACOES: COR: AZUL | DESCRICAO: AZUL COBALTO  22,OUTROS
1493,XPRO,BAT LARANJA 20,LARANJA SPARKLE 20,3570.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT LARANJA 20 | DESCRICAO: LARANJA SPARKLE 20,OUTROS
1494,XPRO,BAT LARANJA 22,LARANJA SPARKLE 22,3570.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT LARANJA 22 | DESCRICAO: LARANJA SPARKLE 22,OUTROS
1495,XPRO,BAT 718 STG,MAD. CLARA,3570.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 718 STG | DESCRICAO: MAD. CLARA,OUTROS
1496,XPRO,BAT 720 STG,MAD. CLARA 20,3570.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 720 STG | DESCRICAO: MAD. CLARA 20,OUTROS
1497,XPRO,BAT 722 STG,MAD. CLARA 22,3570.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 722 STG | DESCRICAO: MAD. CLARA 22,OUTROS
1498,XPRO,BAT 818 STG,MAD. ESCURA,3570.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 818 STG | DESCRICAO: MAD. ESCURA,OUTROS
1499,XPRO,BAT 820 STG,MAD. ESCURA 20,3570.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 820 STG | DESCRICAO: MAD. ESCURA 20,OUTROS
1500,XPRO,BAT 822 STG,MAD. ESCURA 22,3570.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 822 STG | DESCRICAO: MAD. ESCURA 22,OUTROS
1501,XPRO,ED4,ED4 - FULL MASH HEAD - PEDAL ELETRONIC DE BUMBO,3853.5,CATEGORIA: BUMBO | MARCA: XPRO | MODELO: ED4 | DESCRICAO: ED4 - FULL MASH HEAD - PEDAL ELETRONIC DE BUMBO,BUMBO
1502,XPRO,BAT  UPPER BLUE 20,BLUE  SPK 20,3864.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT  UPPER BLUE 20 | DESCRICAO: BLUE  SPK 20,OUTROS
1503,XPRO,BAT  UPPER BLUE 22,BLUE  SPK 22,3864.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT  UPPER BLUE 22 | DESCRICAO: BLUE  SPK 22,OUTROS
1504,XPRO,BAT 1420 UPPER,PURPLE SPK 20,3864.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 1420 UPPER | DESCRICAO: PURPLE SPK 20,OUTROS
1505,XPRO,BAT 1422 UPPER,PURPLE SPK 22,3864.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 1422 UPPER | DESCRICAO: PURPLE SPK 22,OUTROS
1506,XPRO,BAT 1220 UPPER,RED SPK 20,3864.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 1220 UPPER | DESCRICAO: RED SPK 20,OUTROS
1507,XPRO,BAT 1222 UPPER,RED SPK 22,3864.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 1222 UPPER | DESCRICAO: RED SPK 22,OUTROS
1508,XPRO,BAT 1320 UPPER,SBT GOLD SPK 20,3864.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 1320 UPPER | RECURSOS: BLUETOOTH | DESCRICAO: SBT GOLD SPK 20,OUTROS
1509,XPRO,BAT 1322 UPPER,SBT GOLD SPK 22,3864.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 1322 UPPER | RECURSOS: BLUETOOTH | DESCRICAO: SBT GOLD SPK 22,OUTROS
1510,XPRO,BAT 220 STG 3T,STAGE PRETA 20  - 06 PEÇAS,4179.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 220 STG 3T | ESPECIFICACOES: PELE_TIPO: PRETA | DESCRICAO: STAGE PRETA 20  - 06 PEÇAS,OUTROS
1511,XPRO,BAT 320 STG 3T,STAGE VERMELHA 20  - 06 PEÇAS,4179.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 320 STG 3T | DESCRICAO: STAGE VERMELHA 20  - 06 PEÇAS,OUTROS
1512,XPRO,BAT 120 STG 3T,STAGE VINHO 20 - 06 PEÇAS,4179.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 120 STG 3T | DESCRICAO: STAGE VINHO 20 - 06 PEÇAS,OUTROS
1513,XPRO,CX 308R,"COLUNA 8 X 3"" NEO 960w",4184.25,"CATEGORIA: OUTROS | MARCA: XPRO | MODELO: CX 308R | ESPECIFICACOES: POTENCIA: 960 | POLEGADAS: 3 | DIMENSAO: 8 3 | DESCRICAO: COLUNA 8 X 3"" NEO 960w",OUTROS
1514,XPRO,ED 44,ED44 - FULL MASH HEAD - C/PAD E BATEDOR DE BUMB,4198.95,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: ED 44 | DESCRICAO: ED44 - FULL MASH HEAD - C/PAD E BATEDOR DE BUMB,OUTROS
1515,XPRO,ED 444,ED444 - FULL M- COM PAD BAT BUMBO VERTICAL,4200.0,CATEGORIA: BUMBO | MARCA: XPRO | MODELO: ED 444 | DESCRICAO: ED444 - FULL M- COM PAD BAT BUMBO VERTICAL,BUMBO
1516,XPRO,BAT 820 STG 3T,STAGE MADEIRA ESCURA 20  - 06 PEÇAS,4305.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 820 STG 3T | ESPECIFICACOES: MATERIAL: MADEIRA | DESCRICAO: STAGE MADEIRA ESCURA 20  - 06 PEÇAS,OUTROS
1517,XPRO,SGB 15 DSP,"SUBWOFFER 15""450W COM DSP  BOXX",4321.8,"CATEGORIA: OUTROS | MARCA: XPRO | MODELO: SGB 15 DSP | ESPECIFICACOES: POTENCIA: 450 | POLEGADAS: 15 | DESCRICAO: SUBWOFFER 15""450W COM DSP  BOXX",OUTROS
1518,XPRO,DB 16,CONSOLE RACK DIGITAL 16 CANAIS - LANÇAMENTO,4462.5,CATEGORIA: TALABARTE | MARCA: XPRO | MODELO: DB 16 | ESPECIFICACOES: CANAIS: 16 | RECURSOS: RACK | DESCRICAO: CONSOLE RACK DIGITAL 16 CANAIS - LANÇAMENTO,TALABARTE
1519,XPRO,ED 10,ED10   DRUM 2 TONS PLUS - 05 PECAS + 01 PRATO,4546.5,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: ED 10 | DESCRICAO: ED10   DRUM 2 TONS PLUS - 05 PECAS + 01 PRATO,OUTROS
1520,XPRO,BAT 1320 UPPER + 16,SBT GOLDSPK 20+16,4809.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 1320 UPPER   16 | RECURSOS: BLUETOOTH | DESCRICAO: SBT GOLDSPK 20+16,OUTROS
1521,XPRO,BAT 1322 UPPER + 16,SBT GOLDSPK 22+16,4809.0,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BAT 1322 UPPER   16 | RECURSOS: BLUETOOTH | DESCRICAO: SBT GOLDSPK 22+16,OUTROS
1522,XPRO,CO 02,"SISTEMA DE COLUNA COM SUB DE 12""",4935.0,"CATEGORIA: OUTROS | MARCA: XPRO | MODELO: CO 02 | ESPECIFICACOES: POLEGADAS: 12 | DESCRICAO: SISTEMA DE COLUNA COM SUB DE 12""",OUTROS
1523,XPRO,BOXX 042,"SISTEMA DE COLUNA COM SUB DE 15""",5197.5,"CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BOXX 042 | ESPECIFICACOES: POLEGADAS: 15 | DESCRICAO: SISTEMA DE COLUNA COM SUB DE 15""",OUTROS
1524,XPRO,ED 100,ED100  DRUM 2 TONS PLUS - 05 PECAS + 1 SURDO + 2  PRAT,5281.5,CATEGORIA: SURDO | MARCA: XPRO | MODELO: ED 100 | DESCRICAO: ED100  DRUM 2 TONS PLUS - 05 PECAS + 1 SURDO + 2  PRAT,SURDO
1525,XPRO,ED 20,ED 20  DRUM 2 TONS - PADS MESH HEAD,6037.5,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: ED 20 | DESCRICAO: ED 20  DRUM 2 TONS - PADS MESH HEAD,OUTROS
1526,XPRO,FPE 15 SAD,"SUBWOFFER 15""2.450W COM DSP SOUDIKING",6159.3,"CATEGORIA: OUTROS | MARCA: XPRO | MODELO: FPE 15 SAD | ESPECIFICACOES: POTENCIA: 450 | POLEGADAS: 15 | DESCRICAO: SUBWOFFER 15""2.450W COM DSP SOUDIKING",OUTROS
1527,XPRO,ED 200,"ED200  DRUM 2 TONS 2 SURDOS 3 PADS PRATOS - PADS
MESH HEAD",6930.0,"CATEGORIA: SURDO | MARCA: XPRO | MODELO: ED 200 | DESCRICAO: ED200  DRUM 2 TONS 2 SURDOS 3 PADS PRATOS - PADS
MESH HEAD",SURDO
1528,XPRO,DB 20P,MESA DIGITAL 20 RACK SOUNDKING,7087.5,CATEGORIA: TALABARTE | MARCA: XPRO | MODELO: DB 20P | RECURSOS: RACK | DESCRICAO: MESA DIGITAL 20 RACK SOUNDKING,TALABARTE
1529,XPRO,FPE 18 SAD,"SUBWOFFER 18""2.450W COM DSP SOUDIKING",7188.3,"CATEGORIA: OUTROS | MARCA: XPRO | MODELO: FPE 18 SAD | ESPECIFICACOES: POTENCIA: 450 | POLEGADAS: 18 | DESCRICAO: SUBWOFFER 18""2.450W COM DSP SOUDIKING",OUTROS
1530,XPRO,BOXX 06,"SISTEMA DE COLUNA COM SUB DE 18""",7875.0,"CATEGORIA: OUTROS | MARCA: XPRO | MODELO: BOXX 06 | ESPECIFICACOES: POLEGADAS: 18 | DESCRICAO: SISTEMA DE COLUNA COM SUB DE 18""",OUTROS
1531,XPRO,DM 20M,MESA DIGITAL 20 CANAIS,9922.5,CATEGORIA: TALABARTE | MARCA: XPRO | MODELO: DM 20M | ESPECIFICACOES: CANAIS: 20 | DESCRICAO: MESA DIGITAL 20 CANAIS,TALABARTE
1532,XPRO,ARTOS 1200,"SISTEMA DE COLUNA COM SUB DE 12""",10216.5,"CATEGORIA: OUTROS | MARCA: XPRO | MODELO: ARTOS 1200 | ESPECIFICACOES: POLEGADAS: 12 | DESCRICAO: SISTEMA DE COLUNA COM SUB DE 12""",OUTROS
1533,XPRO,DX 20,MESA DIGITAL 20 CANAIS - LANÇAMENTO,10479.0,CATEGORIA: TALABARTE | MARCA: XPRO | MODELO: DX 20 | ESPECIFICACOES: CANAIS: 20 | DESCRICAO: MESA DIGITAL 20 CANAIS - LANÇAMENTO,TALABARTE
1534,XPRO,STR5000,STRATOS 5000,13807.5,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: STR5000 | DESCRICAO: STRATOS 5000,OUTROS
1535,XPRO,FOCUS 1015,"SISTEMA DE COLUNA COM SUB DE 15""",14700.0,"CATEGORIA: OUTROS | MARCA: XPRO | MODELO: FOCUS 1015 | ESPECIFICACOES: POLEGADAS: 15 | DESCRICAO: SISTEMA DE COLUNA COM SUB DE 15""",OUTROS
1536,XPRO,STR8000,STRATOS 8000,16390.5,CATEGORIA: OUTROS | MARCA: XPRO | MODELO: STR8000 | DESCRICAO: STRATOS 8000,OUTROS
1537,XPRO,FOCUS 1218,"SISTEMA DE COLUNA COM SUB DE 18""",16800.0,"CATEGORIA: OUTROS | MARCA: XPRO | MODELO: FOCUS 1218 | ESPECIFICACOES: POLEGADAS: 18 | DESCRICAO: SISTEMA DE COLUNA COM SUB DE 18""",OUTROS
1538,Yamaha,PA-130B,"PA-130B: adaptador bivolt 12 V/1,0 A.",160.0,"CATEGORIA: OUTROS | MARCA: YAMAHA | MODELO: PA 130B | DESCRICAO: PA-130B: adaptador bivolt 12 V/1,0 A.",OUTROS
1539,Yamaha,FC5,FC5: pedal sustain metálico.,200.0,CATEGORIA: OUTROS | MARCA: YAMAHA | MODELO: FC5 | DESCRICAO: FC5: pedal sustain metálico.,OUTROS
1540,Yamaha,FC4A,FC4A: pedal sustain piano style.,250.0,CATEGORIA: OUTROS | MARCA: YAMAHA | MODELO: FC4A | DESCRICAO: FC4A: pedal sustain piano style.,OUTROS
1541,Yamaha,PA-150,"PA-150: adaptador bivolt 12 V/1,5 A.",250.0,"CATEGORIA: OUTROS | MARCA: YAMAHA | MODELO: PA 150 | DESCRICAO: PA-150: adaptador bivolt 12 V/1,5 A.",OUTROS
1542,Yamaha,KT-Reface,KT-Reface: adaptador para correias Reface.,310.0,CATEGORIA: OUTROS | MARCA: YAMAHA | MODELO: KT REFACE | DESCRICAO: KT-Reface: adaptador para correias Reface.,OUTROS
1543,Yamaha,HPH-50,"Fone HPH-50: driver 38 mm, 35 Ω, 103 dB SPL.",349.0,"CATEGORIA: OUTROS | MARCA: YAMAHA | MODELO: HPH 50 | DESCRICAO: Fone HPH-50: driver 38 mm, 35 Ω, 103 dB SPL.",OUTROS
1544,Yamaha,DM-105,"Microfone dinämico Yamaha, na cor preta. Padrão polar unidirecional, Conector XLR",429.0,"CATEGORIA: MICROFONE | MARCA: YAMAHA | MODELO: DM 105 | ESPECIFICACOES: COR: PRETA | PELE_TIPO: PRETA | RECURSOS: XLR | DESCRICAO: Microfone dinämico Yamaha, na cor preta. Padrão polar unidirecional, Conector XLR",MICROFONE
1545,Yamaha,RK-MG12,"Kit para montagem em rack 19"" para os modelos de mesa analógica: MG12 e MG12XU",450.0,"CATEGORIA: OUTROS | MARCA: YAMAHA | MODELO: RK MG12 | ESPECIFICACOES: POLEGADAS: 19 | RECURSOS: RACK | DESCRICAO: Kit para montagem em rack 19"" para os modelos de mesa analógica: MG12 e MG12XU",OUTROS
1546,Yamaha,FC3A,FC3A: pedal sustain half-pedal.,540.0,CATEGORIA: OUTROS | MARCA: YAMAHA | MODELO: FC3A | DESCRICAO: FC3A: pedal sustain half-pedal.,OUTROS
1547,Yamaha,PSS-E30,"PSS-E30: 37 mini-teclas, 47 sons, 28 ritmos, quiz.",590.0,"CATEGORIA: OUTROS | MARCA: YAMAHA | MODELO: PSS E30 | DESCRICAO: PSS-E30: 37 mini-teclas, 47 sons, 28 ritmos, quiz.",OUTROS
