,Marca,Modelo,Descrição,Valor
1086,Shure,SLXD14/153T-G58,"SLXD14/153T-G58 - Sistema sem fio com microfone condenser omnidirecional headset MX153T cor da pele (Tan - bege) para voz. 1 un bodypack SLXD1 e base receptora SLXD4. Frequência de 470~514 MHz. Contém fonte de alimentação PS24. Acompanha case para microfone, espuma antipuff. Kit para montagem em rack, duas antenas de ¼ de onda com dois adaptadores com dois cabos BNC de 55cm. Pilhas AA.",7110.697560405886
1087,Shure,GLXD14+BR/MX53,Sistema Digital Sem Fio Headset com Microfone Headset MX153,7110.996859696095
1088,Shure,P3TBRRA215CL-G20,"P3TBRRA215CL-G20 - Sistema PSM300 in-ear de monitoramento sem fio com fone SE215-CL, 1 un receptora P3RA bodypack de metal e 1 un trasmissora P3T. Frequência 488~512 MHz. Contém fonte de alimentação. Kit para montagem em rack, 1 antena de ¼ de onda. Pilhas AA.",7123.378256838915
1089,Shure,P3TARRA215CL-K12,"Sistema PSM300 in-ear de monitoramento sem fio com fone SE215-CL, 1 un receptora P3RA bodypack de metal e 1 un trasmissora P3T. Frequência 614~638 MHz. Contém fonte de alimentação. Kit para montagem em rack, 1 antena de ¼ de onda. Pilhas AA.",7123.378256838915
1090,Shure,AD1BR=-G55,AD1BR=-G55,7465.756909816357
1091,Shure,VP89M,VP89M - MICROFONE SHOTGUN MEDIO COM CAPTACAO FRONTAL E ACESSORIOS - SHURE,8014.196815565343
1092,Shure,SLXD124/85-G58,"SLXD124/85-G58 - Sistema sem fio duplo com microfone dinamico cardioide SM58 para vocais e bodypack com microfone condensador cardioide de lapela WL185. 1 un handheld (bastão) SLXD2, 1 un bodypack SLXD1 e base receptora SLXD4. Frequência de 470~514 MHz. Contém fonte de alimentação PS24. Acompanha bag e cachimbo. Kit para montagem em rack, duas antenas de ¼ de onda com dois adaptadores com dois cabos BNC de 55cm. Pilhas AA.",8296.342182604643
1093,Shure,SLXD24/K8B-G58,"SLXD24/K8B-G58 - Sistema sem fio com microfone dinâmico cardioide KSM8 Dualdyne para vocais. 1 un handheld (bastão) SLXD2 e 1 base receptora SLXD4. Frequência de 470~514 MHz. Contém fonte de alimentação. Kit para montagem em rack, 2 antenas de ¼ de ondas com 2 adaptadores com 2 cabos BNC de 55cm. Pilhas AA.",8889.164493704018
1094,Shure,VP89L,O VP89 é um microfone condensador profissional tipo shotgun para uso em aplicações críticas de broadcast e produções de mídia.,8905.01536424589
1095,Shure,ULXD4BR=-J50,"Quatro canais de áudio de qualidade incontestável, estabilidade de sinal RF, eficiência e características avançadas de configuração em uma única unidade de rack",9279.095745042876
1096,Shure,ULXD4-G50,ULXD4-G50,9279.095745042876
1097,Shure,AD3BR=-G55,"Transmita e reporte notícias. Capture áudio para cinema e televisão. Garanta todos os relatos em uma entrevista. Mas, faça isso com qualidade de áudio e desempenho de RF, enquanto aproveita a sintonização ampla e a criptografia com um transmissor Plug-On Axient Digital. Use qualquer microfone com fio e beneficie-se da conexão sem fio para várias aplicações e necessidades. Transmissor sem fio Axient Digital AD3 Plug-On. Qualidade profissional e portátil.",9348.839544394237
1098,Shure,SLXD14D-G58,"SLXD14D-G58 - Sistema sem fio duplo para ser usado com microfones compatíveis com conector TQG. 2 un Bodypack SLXD1 e base receptora SLXD4D. Frequência de 470~514 MHz. Contém fonte de alimentação. Acompanha kit para montagem em rack, 2 antenas de ¼ de onda com 2 adaptadores com 2 cabos BNC de 55cm. Pilhas AA.",10670.80159978877
1099,Shure,MXWAPT2,MXWAPT2,10932.41260362073
1100,Shure,SLXD24D/SM58-G58,"SLXD24D/SM58-G58 - Sistema sem fio Duplo com microfone dinâmico cardioide SM58 para vocais. 2 un handheld (bastão) SLXD2 e 1 base receptora SLXD4D. Frequência de 470~514 MHz. Contém fonte de alimentação. Kit para montagem em rack, 2 antenas de ¼ de ondas com 2 adaptadores com 2 cabos BNC de 55cm. Pilhas AA.",11517.23773381836
1101,Shure,SLXD24D/B58-G58,"SLXD24D/B58-G58 - Sistema sem fio Duplo com microfone dinâmico supercardioide BETA58A para vocais. 2 un handheld (bastão) SLXD2 e 1 base receptora SLXD4D. Frequência de 470~514 MHz. Contém fonte de alimentação. Kit para montagem em rack, 2 antenas de ¼ de ondas com 2 adaptadores com 2 cabos BNC de 55cm. Pilhas AA.",12347.82300391481
1102,Shure,ADX1BR=-G55,"ADX1, como Todos os transmissoreses ADX, prepara o cenário para um desempenho excepcional, com sintonização ampla de até 184 MHz, proteção contra interferência, recarregabilidade avançada, design simplificado e controle remoto ShowLink para ajustes de parâmetros em tempo real desde a cabine.",13010.38911162901
1103,Shure,ADX2BR/SM58=-G55,ADX2BR/SM58=-G55 - MICROFONE DE MAO SEM FIO COM CAPSULA SM58 - SHURE,13882.18662763729
1104,Shure,P300-IMX,"O processador de conferência de áudio oferece algoritmos IntelliMix DSP otimizados para aplicativos de conferência de áudio/vídeo. Inclui 10 entradas Dante, 2 entradas analógicas, 8 canais de processamento de microfone com AEC, atraso, compressor, controle de ganho e muito mais.",14278.45824506345
1105,Shure,ADX2BR/B58=-G55,ADX2BR/B58=-G55 - MICROFONE DE MAO SEM FIO COM CAPSULA B58 - SHURE,15013.93831205531
1106,Shure,PA421B,PA421B - COMBINADOR DE ANTENAS - SHURE,16481.72833394423
1107,Shure,SLXD4Q+BR,SLXD4Q+BR,21398.66632561758
1108,Shure,ADX1MBR=-G55,ADX1MBR=-G55 - MICRO TRANSMISSOR BODYPACK - SHURE,21693.49237107148
1109,Shure,ADX5D-A,ADX5D-A - RECEPTOR PORTATIL SEM FIO DIGITAL DE CANAL DUPLO AXIENT - SHURE,22289.48485474259
1110,Shure,ULXD4DBR=-J50,"Dois canais de áudio de qualidade incontestável, estabilidade de sinal RF, eficiência e características avançadas de configuração em uma única unidade de rack",26578.72863902955
1111,Shure,AD4DBR=-A,AD4DBR=-A - RECEPTOR WIRELESS DIGITAL DE DOIS CANAIS - SHURE,28046.51863318271
1112,Shure,SLXD4QDAN+BR,SLXD4QDAN+BR,28531.55510082343
1113,Shure,AXT600BR,AXT600BR - GERENCIADOR DE ESPECTRO - SHURE,47479.67780820364
1114,Shure,ULXD4QBR=-J50,"O receptor digital quad sem fio oferece uma opção inteligente de quatro canais para uso em qualquer aplicação profissional de reforço de som. Os recursos incluem diversidade de comutação digital preditiva, faixa de ajuste de 64 MHz e criptografia AES 256 para segurança.",53160.58619741234
1115,Shure,AD4QBR=-A,"O receptor digital de dois canais AD4D define um novo padrão em eficiência espectral. Os recursos de desempenho inovadores incluem amplo ajuste, baixa latência e modo de alta densidade (HD), garantindo desempenho sólido nos ambientes de RF mais desafiadores. O controle em rede, as saídas AES3 + AES67 + Dante™ e as opções de roteamento de sinal trazem um novo nível de gerenciamento e flexibilidade para todo o seu fluxo de trabalho.",56099.3776119364
1116,Sumay,SM-CSPC1310CAIXASOM2.0," 6W de potência;
 Conexão USB e P2 3,5mm;
 Alimentação: USB
6x6,5x6,5 cm",28.49
1117,Sumay,SM-CSPC1311CAIXASOM2.0," 6W de potência;
 Conexão USB e P2 3,5mm;
 Alimentação: USB
8x10x7 cm",35.51
1118,Sumay,SM-CSPC1312CAIXASOM2.1," Potência de Saída: 14W RMS (8W + 3Wx2);
 Controlador de volume no painel frontal;
 Adaptador de energia: DC5V.
Caixa Subwoofer: 12x14x12 cm
 Caixas satélites: 10x9x8 cm(uni.)",62.87
1119,Sumay,SLIM BOX 60W,"  Duração da bateria: 3 horas (80% do volume);
 Rádio FM e Bluetooth;
 Entradas: USB, AUX (P2), Cartão TF, Microfone (P10);
 Troca Pasta, TWS;
 Luz de LED colorida on/off.",112.96
1120,Sumay,JUMP 60W," Duração da bateria:  Até 4h (80% do volume);
 Alto-falante: 4,5”x 2;
 Luz de Led;
 Entradas: P2, P10 (entrada para microfone), USB, 
Cartão TF e AUX;
 Bluetooth, Rádio FM, TWS, Troca Pasta.
 EAN:  7898508270611 24,8x 19,2x37,1 cm",128.7
1121,Sumay,SUNBOX 50W," Duração da bateria: 5 horas (80% do volume)
 Alto-falante: 4” x2;
 Luz de Led multicor;
 Entradas: USB, AUX P2;
 Bluetooth, Rádio FM, TWS, Troca Pasta.",129.57
1122,Sumay,RAINBOW 80W,"  Duração da bateria: Até 4h (60% do volume);
 Alto-falante: 4” x2;
 Luz de Led multicor;
 Entradas: USB, AUX (P2), Microfone (P10), 
cartão de memória TF;
 Bluetooth, Rádio FM, TWS, Troca Pasta.
 19,2 x 41,9 x 17,7 cm",138.26
1123,Sumay,COMETBOX 10W," Duração da bateria: 4-6 horas 
(80% do volume);
 Luz de Led multicor On/Off;
 Entradas: USB, cartão de 
memória  e AUX (P2);
 Resistente à água;
 Bluetooth e TWS.
 10x12,5x10 cm",155.65
1124,Sumay,SM -CFTV CABO BRANCO 300 MTS,SM -CFTV CABO BRANCO 300 MTS,179.0
1125,Sumay,WOLFBOX 20W," Duração da bateria: 4-6 horas 
(80% do volume);
 Luz de Led multicor On/Off;
 Entradas: USB, cartão de 
memória e AUX (P2);
 Resistente à água IPX6;
 Bluetooth e TWS;
 10x19x10 cm",216.52
1126,Sumay,STARBOX 30W," Duração da bateria: 4-6 
horas (80% do volume);
 Luz de Led multicor On/Off;
 Entradas: USB, cartão de 
memória e AUX (P2);
 Resistente à água IPX6;
 Bluetooth e TWS.",251.3
1127,Sumay,ADVANCE 2 270W," Duração da bateria: Até 4h (60% do volume);
 Alto-falante: 8” x1
 Luz de Led multicor;
 Entradas: USB, cartão de memória, P10 e P2 
  Bluetooth, TWS, Troca Pasta, Rádio FM.
 25,5x41x22 cm",270.43
1128,Sumay,CAIXA DE SOM DE EMBUTIR 60W," Impedância: 8Ω
 Frequência: 50-20.000Hz 
  Sensibilidade: 89dB 
  Woofer: 6,5"" PP Cone   
  Tweeter: 14mm - Mylar''
22,6 x 22,6 cm",278.26
1129,Sumay,LIONBOX 30W," Duração da bateria: até 20h 
(dependendo do volume e do tipo de som 
reproduzido);
 Luz de Led multicor On/Off;
 Entradas: USB, cartão de memória e 
AUX (P2);
 Resistente à água IPX6;
 Bluetooth, TWS, Função viva voz  e 
graves aprimorados para som superior;
 27x17x13 cm",289.56
1130,Sumay,PAR CAIXA DE SOM AMBIENTE 60W,"  Impedância: 8Ω
 Frequência: 100-20.000Hz 
  Sensibilidade: 88dB 
  Alto-falante 4""   Tweet 0.5'' 
19,5x12,6x12,7cm",295.65
1131,Sumay,MINI SYSTEM 2.1,"  Potência 300W RMS
 Alto-falante: 6,5” caixa principal, caixas satélites 3”x2
 Luz de Led;
 Entradas: USB, cartão de memória TF e SD;
 Bluetooth, Rádio FM

25,2x28,9x25,2 cm caixa principal
 14,3x14,2x12,7 cm caixas satélites",364.35
1132,Sumay,INFINITY 320W," Emparelhamento entre Caixas
 Duração da bateria: Até 4h (60% do volume);
 Alto-falante: 10” x1 - 3 tweeters
 Luz de Led multicor;
 Entradas: USB, cartão de memória TF;
 Bluetooth, TWS, Mic. Prioridade, Troca Pasta e Rádio FM.
 Potencia 320W 
27x46x22  cm",395.65
1133,Sumay,CABO DE REDE SM-CAT5E 305 MTS,"Cabo CAT5e;-Material condutor : 100% cobre;-Comprimento: 305 metros;-Construção do Cabo: U/UTP -4 pares trançados ;-Bitola: 24 AWG;-Cabo com revestimento em PVC;-Resistente a altas temperaturas;-Ideal para instalação e aplicação em redes IP
 -Home & Office Comprimento: 305m",435.83
1134,Sumay,PAR DE CAIXA DE SOM DE EMBUTIR 80W," Impedância: 8Ω
 Frequência: 40-20.000Hz 
Sensibilidade: 88dB 
Woofer: 6,5"" Cone kevlar   
Tweeter: 19mm - Titanium
27,5 x 27,5 cm",459.13
1135,Sumay,SM-AP2000AMPLIFICADOR STEREO,"  2 Canais de 100W cada;
 Pequenos Ambientes;
 Permite a ligação de até 4 caixas acústicas 
de impedância 8 ohms.
26x18x8cm",478.26
1136,Sumay,STYLE 12 800BT 400W," Potencia 400w
Microfone com fio incluso;
 Duração da bateria: Até 5h (80% do volume);
 Alto-falante: 12” x1;
 Luz de Led multicor;
 Entradas: USB, Cartão SD, AUX e Microfone Com fio (P10);
 Bluetooth, Rádio FM, Troca de Pasta, TWS.",512.17
1137,Sumay,LIGHT BOX 800W," Duração da bateria: Até 4h (60% do volume);
 Alto-falante: 8” x2, Tweeter 3”x1
 Luz de Led multicor;
 Entradas: USB, cartão de memória, P10 e P2 
  Bluetooth, TWS, Troca Pasta, Rádio FM.",564.35
1138,Sumay,CAIXA DE SOM DE EMBUTIR 100W,"Impedância: 8Ω
 Frequência: 40-20.000Hz 
Sensibilidade: 88dB 
Woofer: 8"" Cone kevlar
 Tweeter: 25,4mm Titanium 
27,5x27,5 cm",591.3
1139,Sumay,SM-AP4000AMPLIFICADOR STEREO," 4 Canais de 100W cada;
 Ambientes médios;
 Permite a ligação de até 8 caixas acústicas 
de impedância 8 ohms.
32x18x8cm",868.69
1140,Sumay,THUNDER BOLT 1400W," Microfone sem fio incluso 
  Duração da bateria: Até 3h (60% do volume);
 Alto-falante: 18”, Tweeter 3”;
 Luz de Led multicor;
 Entradas: USB, cartão de memória TF e SD, Rádio FM;
 Bluetooth, TWS, Mic. Prioridade, Troca Pasta;
 Equalizador 6 Bandas.
 X-BASS: controle de graves.
 53,2x80,5x44,3 cm",990.43
1141,Sumay,SM-AP6000AMPLIFICADOR STEREO," 6 Canais de 100W cada;
 Gandes ambientes;
 Permite a ligação de até 12 caixas 
acústicas de impedância 8 ohms.
36x20x8 cm",1216.52
1142,Tannoy,TM1,"Pacote de Gravação Completo Com Microfone Condensador Profissional. Pacote de Microfone Tm1, Suporte de Choque Com Proteção Pop Integrada, Cabo XLR de 20 '(6 M) e Tampa Anti Poeira. Cápsula de Microfone Condensador Grande Com Diafragma Banhado a Ouro de 1 Polegada. Padrão de Picking Polarizado Cardioide Fixa. Projeto de Pré-amplificador Extremamente Silencioso Com Um Estágio de Saída Sem Transformador.",1416.713018702639
1143,Tannoy,Reveal 402,Monitor de Referência Ideal para Gravação Em Desktop ou Monitoramento Secundário Em Estúdios Pessoais. o Design Bi Amplificado de 70 Watts Personalizado Oferece Um Som Impressionante a Partir de Um Gabinete Ultracompacto. Falante de Baixa Frequência de 4 Polegadas Personalizado de Alta Eficiência para Resposta de Graves Estendida e Tweeter de  ¾ Polegadas  para Reprodução Detalhada de Alta Frequência. Bivolt.,1591.900803528771
1144,Tannoy,Live MINI,LIVE MINI,1639.983622435645
1145,Tannoy,Reveal 502,Monitor de Referência Ideal para Gravação Em Desktop ou Monitoramento Secundário Em Estúdios Pessoais. o Design Bi Amplificado de 105 Watts Personalizado Oferece Um Som Impressionante a Partir de Um Gabinete Ultracompacto. Falante de Baixa Frequência de 5 Polegadas Personalizado de Alta Eficiência para Resposta de Graves Estendida e Tweeter de  1 Polegada  para Reprodução Detalhada de Alta Frequência. Bivolt.,1737.946748806639
1146,Tannoy,Reveal 802,"Monitor de Referência Profissional  Ideal para Monitoramento de Estúdio,  Design Personalizado Bi Amplificado de 140 Watts Oferece Graves Sólidos e Claridade Tonal Premium Em Qualquer Volume. Falante de Baixa Frequência de 8 Polegadas Personalizado de Alta Eficiência para Resposta Máxima de Graves e Tweeter de 1 Polegada para Reprodução Detalhada de Alta Frequência. Bivolt.",2760.268365751726
1147,Tannoy,GOLD 5,"Monitor de referência de estúdio Nearfield bi-amplificado premium de 200 watts com tecnologia de fonte de ponto concêntrico duplo de 5"". Classe AB. permite que você conecte até 2 fontes de áudio simultaneamente graças às suas entradas XLR e TRS",3782.589982696798
1148,Tannoy,GOLD 7,"Monitor de referência de estúdio Nearfield bi-amplificado premium de 300 watts com tecnologia de fonte de ponto concêntrico duplo de 6,5"". Classe AB. permite que você conecte até 2 fontes de áudio simultaneamente graças às suas entradas XLR e TRS",4366.773763808279
1149,Tannoy,GOLD 8,"Monitor de referência de estúdio Nearfield bi-amplificado premium de 300 watts com tecnologia de fonte de ponto concêntrico duplo de 8"". Classe AB. permite que você conecte até 2 fontes de áudio simultaneamente graças às suas entradas XLR e TRS",4804.911599641877
1150,TIMBRA,BACURINHA 06 POL X 30 CM ALUMINIO POLIDO C/ARO CROMADO PELE LEITOSA TIMBRA,BACURINHA 06 POL X 30 CM ALUMINIO POLIDO C/ARO CROMADO PELE LEITOSA TIMBRA,345.82
1151,TIMBRA,BACURINHA 06 POL X 30 CM PRETO FOSCO C/ARO CROMADO PELE LEITOSA TIMBRA,BACURINHA 06 POL X 30 CM PRETO FOSCO C/ARO CROMADO PELE LEITOSA TIMBRA,363.11
1152,TIMBRA,BACURINHA 06'' X 30 CM AMARELO C/ARO CROMADO PELE LEITOSA 4AF TIMBRA,BACURINHA 06'' X 30 CM AMARELO C/ARO CROMADO PELE LEITOSA 4AF TIMBRA,363.11
1153,TIMBRA,BACURINHA 06'' X 30 CM AZUL ESCURO C/ARO CROMADO PELE LEITOSA 4AF TIMBRA,BACURINHA 06'' X 30 CM AZUL ESCURO C/ARO CROMADO PELE LEITOSA 4AF TIMBRA,363.11
1154,TIMBRA,BACURINHA 06'' X 30 CM LARANJA C/ARO CROMADO PELE LEITOSA 4AF TIMBRA,BACURINHA 06'' X 30 CM LARANJA C/ARO CROMADO PELE LEITOSA 4AF TIMBRA,363.11
1155,TIMBRA,BACURINHA 06'' X 30 CM VERDE C/ARO CROMADO PELE LEITOSA 4AF TIMBRA,BACURINHA 06'' X 30 CM VERDE C/ARO CROMADO PELE LEITOSA 4AF TIMBRA,363.11
1156,TIMBRA,BACURINHA 06''X 30 CM AZUL CLARO C/ARO CROMADO PELE LEITOSA 4AF TIMBRA,BACURINHA 06''X 30 CM AZUL CLARO C/ARO CROMADO PELE LEITOSA 4AF TIMBRA,363.11
